debugB9EJOF:debug2CU4FC,0,1551550976599,"{""time"": 1551550976599, ""condition"": 0, ""mark"": ""instructions_start""}"
debugB9EJOF:debug2CU4FC,1,1551550977886,"{""time"": 1551550977886, ""response_time"": 1287, ""condition"": 0, ""mark"": ""instructions_stop""}"
debugB9EJOF:debug2CU4FC,2,1551550977890,"{""time"": 1551550977890, ""mark"": ""questionAundefined_start""}"
debugB9EJOF:debug2CU4FC,3,1551550981729,"{""response_time"": 3839, ""fever"": true, ""condition"": 0, ""mark"": ""questionAundefined_stop"", ""headache_credit"": 0, ""cough_credit"": 0, ""time"": 1551550981729, ""cough"": true, ""fever_credit"": 0, ""headache"": true}"
debugB9EJOF:debug2CU4FC,4,1551550983678,"{""response_time"": 5788, ""fever"": false, ""condition"": 0, ""mark"": ""questionAundefined_stop"", ""headache_credit"": 0, ""cough_credit"": 0, ""time"": 1551550983678, ""cough"": true, ""fever_credit"": 0, ""headache"": true}"
debugB9EJOF:debug2CU4FC,5,1551550985135,"{""response_time"": 7245, ""fever"": false, ""condition"": 0, ""mark"": ""questionAundefined_stop"", ""headache_credit"": 0, ""cough_credit"": 0, ""time"": 1551550985135, ""cough"": false, ""fever_credit"": 0, ""headache"": true}"
debugB9EJOF:debug2CU4FC,6,1551550986135,"{""response_time"": 8245, ""fever"": true, ""condition"": 0, ""mark"": ""questionBundefined_stop"", ""headache_credit"": 0, ""cough_credit"": 0, ""time"": 1551550986135, ""cough"": true, ""fever_credit"": 0, ""headache"": true}"
debugB9EJOF:debug2CU4FC,7,1551550986950,"{""response_time"": 9060, ""fever"": false, ""condition"": 0, ""mark"": ""questionBundefined_stop"", ""headache_credit"": 0, ""cough_credit"": 0, ""time"": 1551550986950, ""cough"": true, ""fever_credit"": 0, ""headache"": true}"
debugB9EJOF:debug2CU4FC,8,1551550987751,"{""response_time"": 9861, ""fever"": false, ""condition"": 0, ""mark"": ""questionBundefined_stop"", ""headache_credit"": 0, ""cough_credit"": 0, ""time"": 1551550987751, ""cough"": false, ""fever_credit"": 0, ""headache"": true}"
debugB9EJOF:debug2CU4FC,9,1551550988866,"{""response_time"": 10976, ""fever"": true, ""condition"": 0, ""mark"": ""questionCundefined_stop"", ""headache_credit"": 0, ""cough_credit"": 0, ""time"": 1551550988866, ""cough"": true, ""fever_credit"": 0, ""headache"": true}"
debugB9EJOF:debug2CU4FC,10,1551550989662,"{""response_time"": 11772, ""fever"": false, ""condition"": 0, ""mark"": ""questionCundefined_stop"", ""headache_credit"": 0, ""cough_credit"": 0, ""time"": 1551550989662, ""cough"": true, ""fever_credit"": 0, ""headache"": true}"
